iter	Passed	Remaining
142	495286	2968254
143	498699	2964491
144	502580	2963493
145	505918	2959274
146	509874	2958661
147	513417	2955621
148	516814	2951740
149	520060	2947008
150	523176	2941569
151	526345	2936451
152	530166	2934972
153	534039	2933752
154	538063	2933314
155	541924	2931951
156	546903	2936560
157	550869	2935647
158	554836	2934700
159	559063	2935083
160	563986	2939035
161	567794	2937111
162	571309	2933657
163	576641	2939465
164	579846	2934376
165	583268	2930395
166	586435	2925156
167	590961	2926668
168	595722	2929265
169	599958	2929208
170	603878	2927576
171	608067	2927210
172	611993	2925539
173	616064	2924536
174	620155	2923592
175	624127	2922051
176	627961	2919842
177	631850	2917869
178	635366	2914169
179	638790	2910044
180	642323	2906425
181	645452	2900990
182	649195	2898320
183	652724	2894692
184	655797	2889054
185	658871	2883447
186	662007	2878139
187	665275	2873425
188	668336	2867837
189	671594	2863113
190	674682	2857685
191	677799	2852405
192	680836	2846811
193	683878	2841266
194	686880	2835583
195	690035	2830553
196	693137	2825325
197	696226	2820070
198	699578	2815890
199	703355	2813422
200	706595	2808806
201	710238	2805792
202	713755	2802280
203	717457	2799492
204	721351	2797436
205	724802	2793654
206	728276	2789967
207	731925	2786947
208	735880	2785077
209	739002	2780055
210	742871	2777845
211	746399	2774354
212	749867	2770636
213	753136	2766194
214	756166	2760886
215	758997	2754879
216	762097	2749871
217	765493	2745945
218	768970	2742308
219	772516	2738921
220	775856	2734807
221	778795	2729290
222	782603	2726830
223	785908	2722613
224	789066	2717895
225	792104	2712780
226	794944	2707014
227	798928	2705143
228	802470	2701769
229	806174	2698933
230	809983	2696436
231	812937	2691104
232	815828	2685579
233	818895	2680657
234	822033	2675982
235	825874	2673592
236	830283	2673022
237	834397	2671472
238	838525	2669950
239	842946	2669329
240	847310	2668500
241	851958	2668530
242	855676	2665627
243	859203	2662121
244	862670	2658433
245	866290	2655215
246	870466	2653690
247	874445	2651544
248	877757	2647373
249	880957	2642871
250	884148	2638354
251	887516	2634375
252	890955	2630607
253	894313	2626606
254	897604	2622411
255	901188	2619078
256	904951	2616261
257	908244	2612082
258	911585	2608048
259	914973	2604154
260	918288	2600058
261	921750	2596381
262	925009	2592137
263	928243	2587830
264	931776	2584361
265	935122	2580375
266	938509	2576507
267	941909	2572678
268	945280	2568774
269	948620	2564789
270	952808	2563088
271	956514	2560082
272	959761	2555848
273	963074	2551795
274	966448	2547910
275	969864	2544137
276	973277	2540358
277	976515	2536131
278	979985	2532507
279	983285	2528448
280	986594	2524418
281	990027	2520708
282	993471	2517028
283	996912	2513343
284	1001134	2511618
285	1005075	2509175
286	1008702	2505940
287	1012463	2503034
288	1016523	2500859
289	1020120	2497535
290	1023622	2493980
291	1027136	2490453
292	1030637	2486895
293	1033937	2482856
294	1036934	2478098
295	1039782	2472995
296	1043730	2470514
297	1047367	2467288
298	1051540	2465316
299	1055231	2462206
300	1059743	2460999
301	1063360	2457700
302	1066669	2453692
303	1070217	2450234
304	1074690	2448884
305	1079042	2447240
306	1083985	2446911
307	1088697	2446035
308	1092548	2443207
309	1096150	2439819
310	1099741	2436404
311	1103085	2432445
312	1106676	2429030
313	1110105	2425261
314	1113619	2421679
315	1116925	2417649
316	1120627	2414474
317	1124297	2411230
318	1127759	2407536
319	1131460	2404353
320	1134829	2400464
321	1138221	2396627
322	1141713	2393002
323	1145247	2389467
324	1148594	2385541
325	1152031	2381807
326	1155454	2378044
327	1158931	2374397
328	1162370	2370670
329	1165799	2366926
330	1169019	2362760
331	1172555	2359238
332	1176207	2355946
333	1179668	2352274
334	1183143	2348628
335	1187577	2346879
336	1192717	2346503
337	1196433	2343310
338	1199714	2339266
339	1202979	2335196
340	1206229	2331099
341	1209533	2327114
342	1212953	2323354
343	1216399	2319644
344	1219699	2315661
345	1223024	2311727
346	1226210	2307538
347	1229607	2303746
348	1232869	2299706
349	1236127	2295664
350	1240136	2293016
351	1244865	2291684
352	1249025	2289289
353	1252596	2285811
354	1257064	2283962
355	1260240	2279760
356	1263563	2275830
357	1266862	2271859
358	1270632	2268733
359	1274010	2264907
360	1277308	2260942
361	1280575	2256925
362	1283911	2253033
363	1287359	2249342
364	1290933	2245869
365	1294324	2242081
366	1297560	2238027
367	1301294	2234831
368	1305619	2232644
369	1309893	2230359
370	1314039	2227846
371	1318227	2225395
372	1322354	2222831
373	1326454	2220215
374	1330689	2217816
375	1334979	2215497
376	1339386	2213363
377	1343777	2211189
378	1347599	2208071
379	1350432	2203336
380	1353859	2199576
381	1357983	2196946
382	1361267	2192956
383	1364510	2188902
384	1367694	2184759
385	1371283	2181264
386	1376329	2180077
387	1380723	2177842
388	1385908	2176838
389	1389648	2173553
390	1393225	2170010
391	1396572	2166112
392	1400066	2162444
393	1403332	2158425
394	1406683	2154541
395	1410239	2150970
396	1413621	2147137
397	1416983	2143276
398	1420600	2139801
399	1424030	2136045
400	1427363	2132146
401	1430724	2128290
402	1434450	2124980
403	1439294	2123315
404	1444260	2121814
405	1448325	2118979
406	1451631	2115030
407	1455066	2111272
408	1458334	2107275
409	1461830	2103609
410	1465136	2099672
411	1468551	2095894
412	1471893	2092013
413	1475518	2088535
414	1479180	2085110
415	1482592	2081332
416	1485884	2077387
417	1489297	2073614
418	1492660	2069775
419	1495996	2065899
420	1499506	2062266
421	1503328	2059060
422	1506662	2055187
423	1509960	2051267
424	1513251	2047340
425	1516769	2043722
426	1520011	2039734
427	1523999	2036746
428	1528660	2034651
429	1533427	2032683
430	1538088	2030561
431	1542156	2027650
432	1545753	2024116
433	1549284	2020495
434	1553136	2017292
435	1556620	2013609
436	1560081	2009898
437	1563401	2006007
438	1566843	2002276
439	1570256	1998507
440	1573736	1994827
441	1577274	1991220
442	1580696	1987466
443	1584077	1983664
444	1587383	1979770
445	1590751	1975956
446	1594211	1972257
447	1597549	1968409
448	1600893	1964570
449	1604023	1960473
450	1607328	1956592
451	1610547	1952611
452	1613960	1948865
453	1617620	1945419
454	1620896	1941513
455	1624162	1937596
456	1627471	1933735
457	1630923	1930045
458	1634334	1926307
459	1637733	1922556
460	1641241	1918935
461	1644793	1915366
462	1647947	1911334
463	1651580	1907859
464	1654612	1903693
465	1657436	1899294
466	1660282	1894926
467	1663013	1890434
468	1665678	1885874
469	1668345	1881325
470	1671061	1876840
471	1673848	1872440
472	1676657	1868073
473	1679320	1863549
474	1682029	1859084
475	1685359	1855312
476	1689042	1851927
477	1692245	1848016
478	1695039	1843665
479	1697875	1839364
480	1700824	1835193
481	1704298	1831590
482	1707433	1827625
483	1710452	1823539
484	1713195	1819166
485	1715992	1814855
486	1719488	1811288
487	1723006	1807744
488	1727455	1805173
489	1732020	1802715
490	1736469	1800128
491	1740731	1797341
492	1744558	1794099
493	1749181	1791671
494	1754357	1789798
495	1759031	1787403
496	1763048	1784332
497	1766578	1780767
498	1770017	1777111
499	1773335	1773335
500	1776754	1769661
501	1781171	1766979
502	1785089	1763796
503	1788873	1760478
504	1792326	1756835
505	1795912	1753321
506	1799702	1750006
507	1803977	1747158
508	1808073	1744133
509	1812242	1741174
510	1817306	1739065
511	1822008	1736602
512	1825768	1733234
513	1829469	1729809
514	1833107	1726324
515	1836600	1722703
516	1840117	1719103
517	1843579	1715453
518	1847212	1711963
519	1850891	1708514
520	1854531	1705029
521	1858066	1701447
522	1861469	1697746
523	1864989	1694151
524	1868399	1690456
525	1871859	1686808
526	1875361	1683199
527	1878894	1679617
528	1882430	1676038
529	1885967	1672461
530	1890654	1669900
531	1894617	1666693
532	1899591	1664370
533	1904012	1661553
534	1907600	1658008
535	1911736	1654936
536	1915611	1651635
537	1919127	1648024
538	1922532	1644317
539	1925814	1640508
540	1929053	1636664
541	1932482	1632983
542	1936076	1629442
543	1939513	1625768
544	1942820	1621987
545	1946135	1618215
546	1949308	1614326
547	1952468	1610430
548	1955761	1606645
549	1959111	1602909
550	1962418	1599139
551	1965742	1595385
552	1969536	1592012
553	1972970	1588348
554	1977371	1585460
555	1982771	1583364
556	1986580	1579990
557	1989736	1576099
558	1992756	1572102
559	1996183	1568429
560	1999259	1564483
561	2002478	1560650
562	2005281	1556497
563	2008099	1552360
564	2011015	1548303
565	2013891	1544220
566	2016720	1540105
567	2019507	1535963
568	2022387	1531896
569	2025219	1527797
570	2027992	1523658
571	2030842	1519581
572	2033655	1515481
573	2037502	1512153
574	2041025	1508584
575	2045149	1505457
576	2048304	1501616
577	2051198	1497588
578	2053978	1493479
579	2056761	1489379
580	2059583	1485310
581	2062423	1481259
582	2065190	1477160
583	2068023	1473112
584	2070894	1469096
585	2073663	1465011
586	2076455	1460947
587	2079237	1456880
588	2082118	1452887
589	2084889	1448821
590	2087574	1444700
591	2090536	1440775
592	2093428	1436805
593	2096260	1432797
594	2099095	1428796
595	2101815	1424720
596	2104641	1420720
597	2107368	1416659
598	2110187	1412663
599	2113096	1408731
600	2115955	1404769
601	2118892	1400862
602	2121587	1396799
603	2124406	1392822
604	2127294	1388894
605	2130100	1384916
606	2132831	1380894
607	2135519	1376847
608	2138360	1372904
609	2141065	1368878
610	2143781	1364862
611	2146538	1360877
612	2149294	1356895
613	2152106	1352952
614	2154983	1349054
615	2157850	1345153
616	2160614	1341191
617	2163526	1337325
618	2166565	1333540
619	2169338	1329594
620	2172163	1325684
621	2175016	1321794
622	2177935	1317948
623	2180719	1314023
624	2183396	1310038
625	2186352	1306223
626	2189139	1302311
627	2192043	1298471
628	2194810	1294554
629	2197736	1290734
630	2200441	1286787
631	2203209	1282881
632	2205969	1278974
633	2209506	1275519
634	2212803	1271926
635	2215807	1268166
636	2218724	1264359
637	2221444	1260443
638	2224327	1256623
639	2227084	1252735
640	2229892	1248878
641	2232760	1245059
642	2235477	1241159
643	2238234	1237284
644	2240834	1233327
645	2243683	1229510
646	2246471	1225663
647	2249226	1221802
648	2251959	1217932
649	2254716	1214078
650	2257534	1210260
651	2260331	1206434
652	2263036	1202563
653	2265934	1198796
654	2268722	1194976
655	2271516	1191161
656	2274315	1187351
657	2277074	1183525
658	2279692	1179628
659	2282468	1175817
660	2285194	1171983
661	2288113	1168251
662	2290884	1164446
663	2293732	1160683
664	2296444	1156855
665	2299252	1153078
666	2302063	1149305
667	2304864	1145531
668	2307513	1141684
669	2310444	1137979
670	2313157	1134171
671	2315895	1130377
672	2318815	1126675
673	2321691	1122954
674	2324577	1119241
675	2327359	1115479
676	2330049	1111678
677	2332779	1107898
678	2335471	1104103
679	2338341	1100396
680	2341119	1096647
681	2343836	1092873
682	2346575	1089113
683	2349589	1085482
684	2352382	1081752
685	2355136	1078007
686	2357965	1074298
687	2360672	1070537
688	2363438	1066805
689	2366311	1063125
690	2369065	1059394
691	2371709	1055616
692	2374471	1051894
693	2377297	1048203
694	2380192	1044544
695	2382923	1040817
696	2385678	1037102
697	2388495	1033417
698	2391457	1029798
699	2394553	1026237
700	2397375	1022560
701	2400030	1018816
702	2402691	1015077
703	2405350	1011340
704	2408171	1007674
705	2410993	1004011
706	2413830	1000356
707	2416599	996676
708	2419441	993029
709	2422219	989357
710	2425032	985702
711	2427739	982007
712	2430469	978323
713	2433205	974645
714	2435955	970975
715	2438791	967341
716	2441549	963680
717	2444327	960028
718	2447089	956373
719	2449879	952730
720	2452502	949026
721	2455070	945304
722	2458166	941787
723	2461146	938227
724	2463865	934569
725	2466645	930937
726	2469528	927347
727	2472452	923773
728	2475230	920147
729	2478043	916536
730	2480976	912972
731	2483975	909433
732	2486805	905834
733	2489672	902251
734	2492462	898643
735	2495224	895026
736	2498062	891439
737	2500789	887814
738	2503624	884229
739	2506496	880660
740	2509249	877052
741	2512012	873449
742	2514710	869825
743	2517489	866232
744	2520272	862643
745	2522992	859035
746	2525819	855465
747	2528684	851909
748	2531480	848333
749	2534363	844787
750	2537158	841214
751	2540005	837661
752	2542740	834072
753	2545513	830499
754	2548296	826930
755	2551064	823359
756	2553880	819805
757	2556490	816188
758	2559200	812605
759	2561975	809044
760	2564711	805474
761	2567452	801907
762	2570158	798332
763	2572737	794720
764	2575560	791185
765	2578364	787646
766	2581149	784104
767	2584018	780588
768	2586853	777065
769	2589636	773527
770	2592359	769974
771	2595140	766440
772	2597992	762929
773	2600725	759384
774	2603941	755983
775	2607036	752546
776	2610257	749147
777	2613450	745740
778	2616587	742318
779	2619578	738855
780	2622549	735388
781	2625664	731962
782	2628615	728492
783	2631418	724982
784	2634365	721513
785	2637163	718006
786	2639947	714496
787	2643670	711241
788	2647327	707967
789	2651260	704765
790	2654250	701312
791	2657181	697845
792	2659942	694335
793	2662667	690817
794	2665544	687341
795	2668387	683858
796	2671236	680377
797	2673926	676858
798	2676734	673371
799	2679617	669904
800	2682449	666426
801	2685259	662944
802	2688083	659467
803	2690836	655974
804	2693636	652495
805	2696319	648990
806	2699089	645507
807	2702047	642070
808	2704787	638584
809	2707546	635103
810	2710285	631620
811	2713096	628155
812	2715965	624705
813	2718723	621231
814	2721550	617775
815	2724426	614331
816	2727241	610875
817	2730034	607416
818	2732784	603948
819	2735507	600477
820	2738300	597022
821	2741107	593573
822	2743981	590139
823	2746674	586668
824	2749425	583211
825	2752139	579748
826	2754839	576284
827	2757571	572828
828	2760417	569398
829	2763060	565927
830	2765900	562499
831	2768688	559062
832	2771496	555630
833	2774283	552195
834	2777225	548793
835	2780153	545388
836	2782982	541966
837	2785832	538549
838	2788652	535128
839	2791458	531706
840	2794309	528293
841	2797069	524865
842	2799872	521447
843	2802573	518011
844	2805433	514606
845	2808155	511177
846	2810756	507728
847	2813515	504309
848	2816230	500884
849	2819049	497479
850	2821785	494061
851	2824478	490637
852	2827256	487229
853	2830101	483834
854	2832855	480425
855	2835633	477022
856	2838531	473640
857	2841292	470237
858	2844053	466835
859	2846859	463442
860	2849717	460058
861	2852657	456689
862	2855765	453348
863	2858724	449984
864	2861541	446598
865	2864272	443201
866	2867006	439806
867	2869797	436420
868	2872601	433038
869	2875248	429634
870	2877861	426227
871	2880623	422843
872	2883486	419476
873	2886544	416137
874	2889673	412810
875	2892765	409478
876	2895946	406158
877	2899152	402843
878	2902000	399479
879	2904698	396095
880	2907543	392732
881	2910323	389362
882	2913164	386002
883	2915842	382621
884	2918639	379258
885	2921557	375911
886	2924295	372542
887	2927113	369185
888	2929921	365828
889	2932671	362465
890	2935476	359109
891	2938159	355741
892	2941014	352394
893	2943672	349026
894	2946323	345658
895	2949089	342305
896	2951964	338965
897	2954687	335610
898	2957371	332252
899	2960156	328906
900	2962980	325566
901	2965814	322228
902	2968563	318882
903	2971326	315539
904	2974056	312193
905	2976771	308848
906	2979991	305555
907	2983497	302292
908	2986668	298995
909	2989519	295666
910	2992735	292374
911	2996015	289089
912	2998912	285767
913	3001904	282454
914	3004932	279146
915	3008140	275855
916	3011422	272571
917	3015055	269318
918	3018142	266016
919	3021280	262720
920	3024406	259422
921	3027536	256125
922	3030314	252799
923	3033077	249473
924	3035966	246159
925	3039225	242875
926	3042296	239576
927	3045839	236315
928	3048550	232989
929	3051257	229664
930	3054027	226345
931	3056929	223037
932	3059851	219732
933	3062593	216414
934	3065313	213096
935	3068077	209783
936	3070913	206475
937	3073660	203163
938	3076435	199853
939	3079376	196555
940	3082340	193260
941	3085251	189962
942	3087986	186654
943	3090853	183355
944	3093702	180056
945	3096395	176749
946	3099186	173449
947	3102127	170158
948	3105020	166866
949	3107840	163570
950	3110513	160268
951	3113347	156975
952	3116148	153682
953	3118943	150389
954	3121733	147097
955	3124549	143807
956	3127300	140516
957	3129985	137222
958	3132972	133943
959	3137685	130736
960	3143182	127558
961	3146488	124289
962	3149581	121011
963	3152526	117729
964	3155401	114444
965	3158238	111159
966	3161161	107878
967	3163943	104593
968	3166873	101313
969	3169799	98035
970	3172634	94754
971	3175573	91477
972	3178414	88198
973	3181343	84922
974	3184116	81644
975	3186896	78366
976	3190186	75101
977	3193109	71828
978	3196141	68558
979	3199085	65287
980	3202457	62025
981	3205606	58758
982	3208357	55485
983	3211275	52215
984	3214373	48949
985	3217912	45690
986	3221611	42432
987	3225471	39175
988	3228930	35913
989	3232864	32655
990	3236719	29395
991	3240732	26134
992	3244383	22870
993	3248651	19609
994	3252650	16344
995	3256380	13077
996	3260237	9810
997	3264013	6541
998	3267709	3270
999	3271960	0
