iter	MultiClass
553	1.386556258
554	1.3861744
555	1.385452786
556	1.38466985
557	1.383827467
558	1.382881821
559	1.382151954
560	1.381477861
561	1.380952039
562	1.380330646
563	1.379840958
564	1.379293309
565	1.378789767
566	1.378396139
567	1.37786507
568	1.377416138
569	1.376523397
570	1.375536041
571	1.374840549
572	1.374547676
573	1.373990983
574	1.373361904
575	1.37266295
576	1.371621264
577	1.370956851
578	1.370228717
579	1.36925904
580	1.368453802
581	1.367836687
582	1.366986141
583	1.366242571
584	1.365460131
585	1.364818335
586	1.364334035
587	1.363713788
588	1.363132521
589	1.362703869
590	1.362228624
591	1.361151692
592	1.360520343
593	1.359608831
594	1.358818759
595	1.358290799
596	1.357581958
597	1.356957227
598	1.356396674
599	1.355450138
600	1.354916226
601	1.354310626
602	1.353553741
603	1.353251214
604	1.352452338
605	1.351947959
606	1.35127763
607	1.350314398
608	1.349360615
609	1.348312371
610	1.347420206
611	1.34686224
612	1.346509585
613	1.345167134
614	1.344571967
615	1.34366655
616	1.342876056
617	1.342382063
618	1.34198607
619	1.341705836
620	1.341356042
621	1.340622912
622	1.340095664
623	1.339474389
624	1.33874573
625	1.338235016
626	1.33743747
627	1.336846794
628	1.33599884
629	1.335466044
630	1.334927637
631	1.334254171
632	1.333658639
633	1.332976725
634	1.332136874
635	1.331762622
636	1.330864722
637	1.33041222
638	1.330007444
639	1.329335214
640	1.329032797
641	1.328445243
642	1.327849923
643	1.327443593
644	1.327005238
645	1.326628344
646	1.326082117
647	1.325279745
648	1.324800267
649	1.324132168
650	1.323477614
651	1.322741264
652	1.322441398
653	1.321800005
654	1.321157966
655	1.320764485
656	1.320254964
657	1.319575723
658	1.318899207
659	1.318330784
660	1.317629264
661	1.317167948
662	1.316493745
663	1.31586225
664	1.315313915
665	1.314887263
666	1.314299251
667	1.31326744
668	1.31282788
669	1.312244391
670	1.311710667
671	1.311215498
672	1.310115699
673	1.309358565
674	1.308845511
675	1.308219743
676	1.307683657
677	1.307249777
678	1.306500899
679	1.30601404
680	1.305551828
681	1.304865745
682	1.304478269
683	1.303895336
684	1.303286086
685	1.302761038
686	1.302220417
687	1.301574762
688	1.300695113
689	1.299849819
690	1.299235088
691	1.298441205
692	1.297833228
693	1.297324474
694	1.296520118
695	1.296023756
696	1.29545765
697	1.294807864
698	1.294087112
699	1.293464629
700	1.292809427
701	1.292415156
702	1.291788344
703	1.291210931
704	1.290601885
705	1.290035254
706	1.289450869
707	1.288606154
708	1.287941191
709	1.287665479
710	1.287088962
711	1.286589121
712	1.286179668
713	1.285301563
714	1.284644261
715	1.283578317
716	1.283315475
717	1.282453825
718	1.28156644
719	1.281254877
720	1.280528942
721	1.279566256
722	1.278981745
723	1.278434991
724	1.277666813
725	1.277248667
726	1.276600978
727	1.275947952
728	1.27514487
729	1.274331071
730	1.273586964
731	1.273128792
732	1.272415597
733	1.271958785
734	1.271452946
735	1.270993397
736	1.270457404
737	1.269670844
738	1.269155911
739	1.268469285
740	1.26784319
741	1.267583712
742	1.267224947
743	1.266625302
744	1.265963601
745	1.265668824
746	1.265266862
747	1.264562409
748	1.263878611
749	1.263132433
750	1.262671015
751	1.262192107
752	1.261604575
753	1.26082323
754	1.260207681
755	1.259764946
756	1.259075941
757	1.258491063
758	1.257957983
759	1.257612382
760	1.257064187
761	1.256319181
762	1.255540783
763	1.255130306
764	1.254690709
765	1.254020389
766	1.253610995
767	1.253276032
768	1.252546849
769	1.252177159
770	1.251841774
771	1.251342014
772	1.250462666
773	1.249778361
774	1.249045503
775	1.248626518
776	1.248163586
777	1.247846951
778	1.247028723
779	1.246509731
780	1.245780983
781	1.24542648
782	1.244972722
783	1.244558296
784	1.24428617
785	1.243611672
786	1.24317936
787	1.242788133
788	1.242168602
789	1.241825727
790	1.240973176
791	1.240760078
792	1.240432796
793	1.239831931
794	1.239564775
795	1.238932931
796	1.238530713
797	1.237903858
798	1.237518626
799	1.237042486
800	1.236572599
801	1.235691987
802	1.235164531
803	1.23490837
804	1.234431265
805	1.23389166
806	1.2334528
807	1.232638388
808	1.232324257
809	1.231852349
810	1.231287545
811	1.230797131
812	1.229992745
813	1.229450806
814	1.228749674
815	1.227986543
816	1.227427473
817	1.227123228
818	1.226716971
819	1.226255293
820	1.225762373
821	1.225001697
822	1.224410398
823	1.223875884
824	1.223459024
825	1.222815787
826	1.222549297
827	1.222322034
828	1.221814894
829	1.221155043
830	1.22081378
831	1.219920259
832	1.219363655
833	1.218758168
834	1.218001475
835	1.217615361
836	1.217326331
837	1.216544137
838	1.216214986
839	1.215977262
840	1.21527191
841	1.214775979
842	1.214374939
843	1.214061792
844	1.213844145
845	1.213320332
846	1.212734331
847	1.212129909
848	1.211783181
849	1.211116304
850	1.210820301
851	1.210156172
852	1.209393921
853	1.208675566
854	1.208315871
855	1.207931836
856	1.207248508
857	1.206980302
858	1.206707097
859	1.206347576
860	1.205725502
861	1.205258096
862	1.204539804
863	1.204049597
864	1.203736457
865	1.203519709
866	1.203018222
867	1.202428915
868	1.202093581
869	1.201839255
870	1.201260456
871	1.200797216
872	1.199958963
873	1.199460093
874	1.198775905
875	1.198166976
876	1.197672716
877	1.19686939
878	1.196270129
879	1.195857235
880	1.195607372
881	1.195412038
882	1.19487042
883	1.194521037
884	1.193886443
885	1.19327632
886	1.192630982
887	1.192082025
888	1.191445315
889	1.19074394
890	1.19059297
891	1.190009987
892	1.189611708
893	1.189070246
894	1.188516109
895	1.188247905
896	1.187736826
897	1.187316947
898	1.18676282
899	1.186593454
900	1.186051852
901	1.185324706
902	1.184758025
903	1.184295739
904	1.183594346
905	1.183254301
906	1.182526292
907	1.181873545
908	1.181315578
909	1.180822813
910	1.180397842
911	1.179525667
912	1.178881693
913	1.178285284
914	1.177418015
915	1.176963026
916	1.176433043
917	1.175997689
918	1.175306636
919	1.175036084
920	1.174749395
921	1.174169154
922	1.173938612
923	1.173464502
924	1.17294213
925	1.172621827
926	1.171962257
927	1.171520971
928	1.170994504
929	1.170387911
930	1.170059728
931	1.169356615
932	1.169112685
933	1.16861344
934	1.168217738
935	1.167700163
936	1.166889202
937	1.166598899
938	1.166046986
939	1.165462952
940	1.16514086
941	1.164665452
942	1.164220983
943	1.163815787
944	1.163242136
945	1.162863626
946	1.162384349
947	1.161983453
948	1.161593945
949	1.161115111
950	1.160511918
951	1.159701834
952	1.159053444
953	1.158397049
954	1.157859161
955	1.157511266
956	1.157215283
957	1.156901078
958	1.156553898
959	1.15611297
960	1.155567826
961	1.155076605
962	1.154614369
963	1.15402465
964	1.153555296
965	1.153096456
966	1.152555424
967	1.152225283
968	1.151476334
969	1.151176249
970	1.150552047
971	1.149950652
972	1.149559904
973	1.149166197
974	1.148766299
975	1.148625798
976	1.14837277
977	1.147806949
978	1.147202536
979	1.14672975
980	1.146526972
981	1.146002371
982	1.145572433
983	1.145216932
984	1.144710108
985	1.144316856
986	1.143821676
987	1.143280536
988	1.142860049
989	1.142401311
990	1.142096548
991	1.141766737
992	1.141147688
993	1.140622292
994	1.139994228
995	1.139278773
996	1.1387902
997	1.138384552
998	1.137909916
999	1.137457627
